timestamp,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,lag_1,lag_2,lag_3,lag_24,rolling_3,rolling_24,state,next_hour_demand
2011-03-12 16:00:00,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,182.0,166.0,157.0,113.0,168.33333333333334,82.29166666666667,3.0,233.94206913355936
2011-03-12 17:00:00,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,244.0,182.0,166.0,223.0,197.33333333333334,87.75,3.0,148.89071490246846
2011-03-12 18:00:00,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,213.0,244.0,182.0,153.0,213.0,87.33333333333333,2.0,45.53127346764924
2011-03-12 19:00:00,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,145.0,213.0,244.0,118.0,200.66666666666666,87.0,2.0,53.40345937078116
2011-03-12 20:00:00,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,112.0,145.0,213.0,76.0,156.66666666666666,86.75,1.0,164.74401692530233
2011-03-12 21:00:00,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,86.0,112.0,145.0,53.0,114.33333333333333,87.16666666666667,1.0,56.51041117793821
2011-03-12 22:00:00,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0.0,82.0,86.0,112.0,64.0,93.33333333333333,88.375,1.0,164.50609843474675
2011-03-12 23:00:00,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,63.0,82.0,86.0,37.0,77.0,88.33333333333333,1.0,129.55854734455596
2011-03-13 00:00:00,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045,49.0,63.0,82.0,34.0,64.66666666666667,88.83333333333333,1.0,213.8108202332734
2011-03-13 01:00:00,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,38.0,49.0,63.0,18.0,50.0,89.0,1.0,0.0
2011-03-13 03:00:00,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343,33.0,38.0,49.0,14.0,40.0,89.625,0.0,32.46783129700812
2011-03-13 04:00:00,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,23.0,33.0,38.0,7.0,31.333333333333332,90.0,0.0,0.0
2011-03-13 05:00:00,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,13.0,23.0,33.0,1.0,23.0,90.25,0.0,74.41479108375125
2011-03-13 06:00:00,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0.0,3.0,13.0,23.0,2.0,13.0,90.33333333333333,0.0,0.0
2011-03-13 07:00:00,1,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.194,2.0,3.0,13.0,4.0,6.0,90.33333333333333,0.0,106.06084647575231
2011-03-13 08:00:00,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,10.0,2.0,3.0,23.0,5.0,90.58333333333333,1.0,10.627741050911311
2011-03-13 09:00:00,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,34.0,10.0,2.0,53.0,15.333333333333334,91.04166666666667,1.0,101.28636222608775
2011-03-13 10:00:00,1,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537,44.0,34.0,10.0,101.0,29.333333333333332,90.66666666666667,2.0,207.44276423309475
2011-03-13 11:00:00,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,122.0,44.0,34.0,99.0,66.66666666666667,91.54166666666667,3.0,105.99514688585589
2011-03-13 12:00:00,1,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881,181.0,122.0,44.0,119.0,115.66666666666667,94.95833333333333,3.0,141.5825911713244
2011-03-13 13:00:00,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,194.0,181.0,122.0,158.0,165.66666666666666,98.08333333333333,3.0,175.95326528078897
2011-03-13 14:00:00,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,221.0,194.0,181.0,157.0,198.66666666666666,100.70833333333333,3.0,239.48376919379788
2011-03-13 15:00:00,1,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284,250.0,221.0,194.0,166.0,221.66666666666666,104.58333333333333,4.0,328.3386397959083
2011-03-13 16:00:00,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,304.0,250.0,221.0,182.0,258.3333333333333,110.33333333333333,3.0,194.2354902729041
2011-03-13 17:00:00,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,256.0,304.0,250.0,244.0,270.0,113.41666666666667,3.0,78.26843416983306
2011-03-13 18:00:00,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,241.0,256.0,304.0,213.0,267.0,113.29166666666667,2.0,196.42662926731157
2011-03-13 19:00:00,1,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582,147.0,241.0,256.0,145.0,214.66666666666666,110.54166666666667,2.0,156.99251571672755
2011-03-13 20:00:00,1,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985,101.0,147.0,241.0,112.0,163.0,108.70833333333333,1.0,38.02375325456692
2011-03-13 21:00:00,1,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,77.0,101.0,147.0,86.0,108.33333333333333,107.25,1.0,325.47486648327515
2011-03-13 22:00:00,1,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284,58.0,77.0,101.0,82.0,78.66666666666667,106.08333333333333,1.0,0.0
2011-03-13 23:00:00,1,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239,37.0,58.0,77.0,63.0,57.333333333333336,104.20833333333333,1.0,198.62327756181526
2011-03-14 00:00:00,1,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045,28.0,37.0,58.0,49.0,41.0,102.75,0.0,29.756415899992913
2011-03-14 01:00:00,1,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896,11.0,28.0,37.0,38.0,25.333333333333332,101.16666666666667,0.0,117.58735332923278
2011-03-14 02:00:00,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,1.0,11.0,28.0,33.0,13.333333333333334,99.625,0.0,0.0
2011-03-14 03:00:00,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,1.0,1.0,11.0,23.0,4.333333333333333,98.29166666666667,0.0,143.66013008933447
2011-03-14 05:00:00,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,3.0,1.0,1.0,13.0,1.6666666666666667,97.45833333333333,0.0,0.0
2011-03-14 06:00:00,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,8.0,3.0,1.0,3.0,4.0,97.25,1.0,180.07848604377244
2011-03-14 07:00:00,1,0,3,7,0,1,1,2,0.28,0.3182,0.61,0.0,28.0,8.0,3.0,2.0,13.0,98.29166666666667,1.0,269.70073875341126
2011-03-14 08:00:00,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343,88.0,28.0,8.0,10.0,41.333333333333336,101.875,3.0,244.2869052094294
2011-03-14 09:00:00,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,241.0,88.0,28.0,34.0,119.0,111.5,2.0,25.15521135984376
2011-03-14 10:00:00,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,140.0,241.0,88.0,44.0,156.33333333333334,115.91666666666667,1.0,118.93600185836682
2011-03-14 11:00:00,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,84.0,140.0,241.0,122.0,155.0,117.58333333333333,1.0,0.0
2011-03-14 12:00:00,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0.0,71.0,84.0,140.0,181.0,98.33333333333333,115.45833333333333,2.0,31.00465697332018
2011-03-14 13:00:00,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,94.0,71.0,84.0,194.0,83.0,111.83333333333333,1.0,48.05389135700047
2011-03-14 14:00:00,1,0,3,14,0,1,1,2,0.38,0.3939,0.34,0.0,75.0,94.0,71.0,221.0,80.0,106.875,1.0,27.914836785759448
2011-03-14 15:00:00,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,79.0,75.0,94.0,250.0,82.66666666666667,100.95833333333333,2.0,47.47169378893085
2011-03-14 16:00:00,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,101.0,79.0,75.0,304.0,85.0,94.75,2.0,125.24658923770173
2011-03-14 17:00:00,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,107.0,101.0,79.0,256.0,95.66666666666667,86.54166666666667,3.0,218.54699523096195
2011-03-14 18:00:00,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,271.0,107.0,101.0,241.0,159.66666666666666,87.16666666666667,3.0,319.00289970773207
2011-03-14 19:00:00,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,235.0,271.0,107.0,147.0,204.33333333333334,86.91666666666667,2.0,461.6971979898774
2011-03-14 20:00:00,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,150.0,235.0,271.0,101.0,218.66666666666666,87.04166666666667,2.0,0.0
2011-03-14 21:00:00,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,129.0,150.0,235.0,77.0,171.33333333333334,88.20833333333333,1.0,0.0
2011-03-14 22:00:00,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,63.0,129.0,150.0,58.0,114.0,87.625,1.0,56.913169228099825
2011-03-14 23:00:00,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0.0,47.0,63.0,129.0,37.0,79.66666666666667,87.16666666666667,0.0,71.41479285764552
2011-03-15 00:00:00,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0,19.0,47.0,63.0,28.0,43.0,86.41666666666667,0.0,0.0
2011-03-15 01:00:00,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,14.0,19.0,47.0,11.0,26.666666666666668,85.83333333333333,0.0,0.0
2011-03-15 02:00:00,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,10.0,14.0,19.0,1.0,14.333333333333334,85.79166666666667,0.0,31.21579834178172
2011-03-15 04:00:00,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,3.0,10.0,14.0,1.0,9.0,85.875,0.0,167.00134257036805
2011-03-15 05:00:00,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194,2.0,3.0,10.0,3.0,5.0,85.91666666666667,0.0,201.10302056487646
2011-03-15 06:00:00,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,11.0,2.0,3.0,8.0,5.333333333333333,86.25,1.0,116.84052149042785
2011-03-15 07:00:00,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,35.0,11.0,2.0,28.0,16.0,87.375,2.0,444.631296863818
2011-03-15 08:00:00,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,119.0,35.0,11.0,88.0,55.0,91.16666666666667,3.0,135.93886048774033
2011-03-15 09:00:00,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0.0,282.0,119.0,35.0,241.0,145.33333333333334,99.25,2.0,0.0
2011-03-15 10:00:00,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194,157.0,282.0,119.0,140.0,186.0,95.75,1.0,61.15371571763095
2011-03-15 11:00:00,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78.0,157.0,282.0,84.0,172.33333333333334,93.16666666666667,1.0,222.7899308063507
2011-03-15 12:00:00,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,78.0,78.0,157.0,71.0,104.33333333333333,92.91666666666667,2.0,111.25678859768345
2011-03-15 13:00:00,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,102.0,78.0,78.0,94.0,86.0,94.20833333333333,2.0,20.25186993694186
2011-03-15 14:00:00,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,97.0,102.0,78.0,75.0,92.33333333333333,94.33333333333333,1.0,95.31928287175174
2011-03-15 15:00:00,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,88.0,97.0,102.0,79.0,95.66666666666667,94.875,1.0,152.59075043292853
2011-03-15 16:00:00,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,90.0,88.0,97.0,101.0,91.66666666666667,95.33333333333333,2.0,232.32625494548498
2011-03-15 17:00:00,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194,114.0,90.0,88.0,107.0,97.33333333333333,95.875,3.0,259.73139193149984
2011-03-15 18:00:00,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,217.0,114.0,90.0,271.0,140.33333333333334,100.45833333333333,3.0,195.5354298301286
2011-03-15 19:00:00,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,225.0,217.0,114.0,235.0,185.33333333333334,98.54166666666667,2.0,212.90341919618226
2011-03-15 20:00:00,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,152.0,225.0,217.0,150.0,198.0,95.08333333333333,1.0,69.69355400466347
2011-03-15 21:00:00,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,88.0,152.0,225.0,129.0,155.0,92.5,1.0,2.213804338431732
2011-03-15 22:00:00,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,55.0,88.0,152.0,63.0,98.33333333333333,89.41666666666667,0.0,59.38279265462002
2011-03-15 23:00:00,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,21.0,55.0,88.0,47.0,54.666666666666664,87.66666666666667,0.0,76.79450820598026
2011-03-16 00:00:00,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,18.0,21.0,55.0,19.0,31.333333333333332,86.45833333333333,0.0,0.0
2011-03-16 01:00:00,1,0,3,1,0,3,1,3,0.3,0.2727,1.0,0.2985,8.0,18.0,21.0,14.0,15.666666666666666,86.0,0.0,137.29007841317866
2011-03-16 03:00:00,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,3.0,8.0,18.0,10.0,9.666666666666666,85.54166666666667,0.0,200.09804446508778
2011-03-16 04:00:00,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,3.0,3.0,8.0,3.0,4.666666666666667,85.25,0.0,5.2720036219312805
2011-03-16 05:00:00,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,1.0,3.0,3.0,2.0,2.3333333333333335,85.16666666666667,0.0,102.6271902679211
2011-03-16 06:00:00,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,3.0,1.0,3.0,11.0,2.3333333333333335,85.20833333333333,1.0,23.268685589804463
2011-03-16 07:00:00,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,31.0,3.0,1.0,35.0,11.666666666666666,86.04166666666667,2.0,331.6034967286228
2011-03-16 08:00:00,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0,111.0,31.0,3.0,119.0,48.333333333333336,89.20833333333333,3.0,53.132824004951345
2011-03-16 09:00:00,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,253.0,111.0,31.0,282.0,131.66666666666666,94.79166666666667,2.0,88.63107760595155
2011-03-16 10:00:00,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,154.0,253.0,111.0,157.0,172.66666666666666,89.45833333333333,1.0,142.20050771654815
2011-03-16 11:00:00,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,68.0,154.0,253.0,78.0,158.33333333333334,85.75,1.0,0.0
2011-03-16 12:00:00,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,75.0,68.0,154.0,78.0,99.0,85.625,1.0,0.0
2011-03-16 13:00:00,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,88.0,75.0,68.0,102.0,77.0,86.04166666666667,2.0,58.72610501944318
2011-03-16 14:00:00,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,99.0,88.0,75.0,97.0,87.33333333333333,85.91666666666667,2.0,33.936589881059504
2011-03-16 15:00:00,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,100.0,99.0,88.0,88.0,95.66666666666667,86.04166666666667,2.0,112.29720877135975
2011-03-16 16:00:00,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,101.0,100.0,99.0,90.0,100.0,86.58333333333333,2.0,122.82817560358092
2011-03-16 17:00:00,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,151.0,101.0,100.0,114.0,117.33333333333333,89.125,3.0,364.0192998898965
2011-03-16 18:00:00,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,253.0,151.0,101.0,217.0,168.33333333333334,94.91666666666667,3.0,135.46711032356836
2011-03-16 19:00:00,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,237.0,253.0,151.0,225.0,213.66666666666666,95.75,2.0,172.32941333065372
2011-03-16 20:00:00,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,168.0,237.0,253.0,152.0,219.33333333333334,93.375,2.0,0.0
2011-03-16 21:00:00,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,121.0,168.0,237.0,88.0,175.33333333333334,92.08333333333333,1.0,0.0
2011-03-16 22:00:00,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,78.0,121.0,168.0,55.0,122.33333333333333,91.66666666666667,1.0,214.32132210804915
2011-03-16 23:00:00,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,59.0,78.0,121.0,21.0,86.0,91.83333333333333,1.0,0.0
2011-03-17 00:00:00,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,27.0,59.0,78.0,18.0,54.666666666666664,92.08333333333333,0.0,44.79915709416105
2011-03-17 01:00:00,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,23.0,27.0,59.0,8.0,36.333333333333336,92.29166666666667,0.0,253.55124794910697
2011-03-17 02:00:00,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,12.0,23.0,27.0,3.0,20.666666666666668,92.45833333333333,0.0,0.9984962437114646
2011-03-17 03:00:00,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,8.0,12.0,23.0,3.0,14.333333333333334,92.66666666666667,0.0,179.60586597302324
2011-03-17 04:00:00,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,2.0,8.0,12.0,1.0,7.333333333333333,92.625,0.0,0.0
2011-03-17 05:00:00,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,3.0,2.0,8.0,3.0,4.333333333333333,92.70833333333333,0.0,0.0
2011-03-17 06:00:00,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,13.0,3.0,2.0,31.0,6.0,93.125,1.0,132.0791575853201
2011-03-17 07:00:00,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,51.0,13.0,3.0,111.0,22.333333333333332,93.95833333333333,2.0,234.4012974808868
2011-03-17 08:00:00,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,140.0,51.0,13.0,253.0,68.0,95.16666666666667,4.0,224.48972470593995
2011-03-17 09:00:00,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,299.0,140.0,51.0,154.0,163.33333333333334,97.08333333333333,3.0,0.0
2011-03-17 10:00:00,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,185.0,299.0,140.0,68.0,208.0,98.375,1.0,0.0
2011-03-17 11:00:00,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,78.0,185.0,299.0,75.0,187.33333333333334,98.79166666666667,1.0,258.2684164017835
2011-03-17 12:00:00,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,86.0,78.0,185.0,88.0,116.33333333333333,99.25,2.0,124.09409476802985
2011-03-17 13:00:00,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,105.0,86.0,78.0,99.0,89.66666666666667,99.95833333333333,2.0,175.37984118263114
2011-03-17 14:00:00,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,111.0,105.0,86.0,100.0,100.66666666666667,100.45833333333333,2.0,322.1614931340906
2011-03-17 15:00:00,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,119.0,111.0,105.0,101.0,111.66666666666667,101.25,2.0,0.0
2011-03-17 16:00:00,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,125.0,119.0,111.0,151.0,118.33333333333333,102.25,2.0,0.0
2011-03-17 17:00:00,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,142.0,125.0,119.0,253.0,128.66666666666666,101.875,4.0,517.505997700162
2011-03-17 18:00:00,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,313.0,142.0,125.0,237.0,193.33333333333334,104.375,4.0,44.12048025823361
2011-03-17 19:00:00,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,310.0,313.0,142.0,168.0,255.0,107.41666666666667,3.0,144.92463684256916
2011-03-17 20:00:00,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,207.0,310.0,313.0,121.0,276.6666666666667,109.04166666666667,2.0,0.0
2011-03-17 21:00:00,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,137.0,207.0,310.0,78.0,218.0,109.70833333333333,2.0,0.0
2011-03-17 22:00:00,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,138.0,137.0,207.0,59.0,160.66666666666666,112.20833333333333,1.0,38.73958809209343
2011-03-17 23:00:00,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,87.0,138.0,137.0,27.0,120.66666666666667,113.375,1.0,81.56149666146905
2011-03-18 00:00:00,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,50.0,87.0,138.0,23.0,91.66666666666667,114.33333333333333,1.0,0.0
2011-03-18 01:00:00,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,29.0,50.0,87.0,12.0,55.333333333333336,114.58333333333333,0.0,0.0
2011-03-18 02:00:00,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,16.0,29.0,50.0,8.0,31.666666666666668,114.75,0.0,38.415070402108604
2011-03-18 03:00:00,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,14.0,16.0,29.0,2.0,19.666666666666668,115.0,0.0,230.99848757284448
2011-03-18 05:00:00,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,5.0,14.0,16.0,3.0,11.666666666666666,115.125,0.0,0.0
2011-03-18 06:00:00,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,10.0,5.0,14.0,13.0,9.666666666666666,115.41666666666667,1.0,210.03096687951825
2011-03-18 07:00:00,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,36.0,10.0,5.0,51.0,17.0,116.375,2.0,309.55200394574
2011-03-18 08:00:00,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,123.0,36.0,10.0,140.0,56.333333333333336,119.375,3.0,0.0
2011-03-18 09:00:00,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,280.0,123.0,36.0,299.0,146.33333333333334,125.20833333333333,3.0,232.94661078870314
2011-03-18 10:00:00,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,210.0,280.0,123.0,185.0,204.33333333333334,121.5,2.0,177.64123963476007
2011-03-18 11:00:00,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,117.0,210.0,280.0,78.0,202.33333333333334,118.66666666666667,2.0,175.30153577205016
2011-03-18 12:00:00,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,159.0,117.0,210.0,86.0,162.0,122.04166666666667,3.0,322.55506912079386
2011-03-18 13:00:00,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,195.0,159.0,117.0,105.0,157.0,126.58333333333333,2.0,174.89059634554397
2011-03-18 14:00:00,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,175.0,195.0,159.0,111.0,176.33333333333334,129.5,2.0,320.9528132127282
2011-03-18 15:00:00,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,174.0,175.0,195.0,119.0,181.33333333333334,132.125,2.0,510.1014240479117
2011-03-18 16:00:00,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,173.0,174.0,175.0,125.0,174.0,134.375,3.0,354.9022489373505
2011-03-18 17:00:00,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,204.0,173.0,174.0,142.0,183.66666666666666,137.66666666666666,4.0,380.68002147010986
2011-03-18 18:00:00,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,332.0,204.0,173.0,313.0,236.33333333333334,145.58333333333334,4.0,120.66230239498704
2011-03-18 19:00:00,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,331.0,332.0,204.0,310.0,289.0,146.33333333333334,3.0,328.36226514461146
2011-03-18 20:00:00,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,190.0,331.0,332.0,207.0,284.3333333333333,141.33333333333334,2.0,0.0
2011-03-18 21:00:00,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,149.0,190.0,331.0,137.0,223.33333333333334,138.91666666666666,2.0,56.6040559221516
2011-03-18 22:00:00,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,113.0,149.0,190.0,138.0,150.66666666666666,137.91666666666666,2.0,78.55156784189971
2011-03-18 23:00:00,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,118.0,113.0,149.0,87.0,126.66666666666667,137.08333333333334,1.0,54.4540880889425
2011-03-19 00:00:00,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,86.0,118.0,113.0,50.0,105.66666666666667,137.04166666666666,1.0,0.0
2011-03-19 01:00:00,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,76.0,86.0,118.0,29.0,93.33333333333333,138.125,1.0,128.42255716964797
2011-03-19 02:00:00,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,51.0,76.0,86.0,16.0,71.0,139.04166666666666,0.0,0.0
2011-03-19 03:00:00,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,25.0,51.0,76.0,14.0,50.666666666666664,139.41666666666666,0.0,0.0
2011-03-19 04:00:00,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,8.0,25.0,51.0,5.0,28.0,139.16666666666666,0.0,138.79573097746135
2011-03-19 05:00:00,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,3.0,8.0,25.0,10.0,12.0,139.08333333333334,0.0,214.0418382096402
2011-03-19 06:00:00,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,2.0,3.0,8.0,36.0,4.333333333333333,138.75,0.0,0.0
2011-03-19 07:00:00,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,10.0,2.0,3.0,123.0,5.0,137.66666666666666,0.0,208.08895201235742
2011-03-19 08:00:00,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,13.0,10.0,2.0,280.0,8.333333333333334,133.08333333333334,1.0,13.098923493565422
2011-03-19 09:00:00,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,48.0,13.0,10.0,210.0,23.666666666666668,123.41666666666667,1.0,22.81597745876242
2011-03-19 10:00:00,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,76.0,48.0,13.0,117.0,45.666666666666664,117.83333333333333,2.0,87.30128242027503
2011-03-19 11:00:00,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,140.0,76.0,48.0,159.0,88.0,118.79166666666667,3.0,460.0343561312037
